word	sense_number	usage_note	definition
redétaler	1		Détaler de nouveau.
intramuros	1		En dedans de l'enceinte d'une ville.
avoir une araignée dans le plafond	1		Être un peu dérangé, dingo, fou, maso, taré.
faire marcher	1		Mettre en mouvement.
faire marcher	2		Assurer le fonctionnement de quelque chose, et en particulier d'une organisation humaine.
faire marcher	3	[]	Soumettre ; mettre au pas quelqu'un.
faire marcher	4		Se jouer de la crédulité de quelqu'un ; le mener en bateau ; le bluffer
ripoliner	1		Peindre avec une peinture ou une laque.
ripoliner	2	[]	Farder, masquer, rafraîchir une image politique.
ripoliner	3	[]	Peindre sans talent.
transbahuter	1		Transporter comme on peut (en particulier quelque chose d'encombrant).
se fendre la poire	1	[]	Rire aux éclats, se bidonner.
fossiliser	1		Minéraliser, pétrifier, en parlant des organismes contenus dans les strates sédimentaires.
fossiliser	2	['sem:par extension']	Rigidifier.
rigidifier	1		Rendre rigide.
rigidifier	2		Devenir rigide.
flexibiliser	1		Rendre ou devenir flexible
asseuler	1	['diachronic:vieilli']	Abandonner dans la solitude.
dépolitiser	1		Retirer tout caractère politique à (quelque chose) ou toute conscience politique à (quelqu'un).
russifier	1		Rendre russe ou Russe.
prouter	1	[]	Péter.
à la cloche de bois	1	[]	À l'insu d'autrui, clandestinement, en douce (en quittant un lieu).
optimaliser	1	[]	Rechercher un optimum.
mignarder	1	[]	Entourer une personne d'attentions affectueuses, de paroles tendres.
à bon escient	1		À un moment adéquat, dans des circonstances adéquates.
en imposer	1	[]	Tromper, abuser, surprendre, en faire accroire.
en imposer	2		Inspirer le respect, l'admiration, ou la crainte.
se poiler	1	[]	Rire, rigoler.
poiler	1	[]	Rire, rigoler.
insonoriser	1		Supprimer ou étouffer les sons.
insonoriser	2		Augmenter l'étanchéité sonore d'un matériau, d'un espace.
cartelliser	1	['domain:économie']	Former un cartel, une entente.
déshydrater	1		Enlever à un corps une partie ou la totalité de l'eau qu'il contient.
déshydrater	2	[]	Enlever à un organisme, à la peau une partie de l'eau qu'il contient.
déshydrater	3	[]	Avoir besoin de boire.
lyophiliser	1		Dessécher un produit préalablement surgelé, par sublimation.
carapater	1	[]	Courir, se dépêcher.
carapater	2	['gram:pronominal']	Partir rapidement, fuir, se sauver.
astucier	1	['diachronic:vieilli', 'diafrequential:rare']	Être astucieux.
autocensurer	1		Se censurer soi-même, par pudeur ou, préventivement, pour éviter la censure étatique.
proprio motu	1		De sa propre initiative, sans être saisi.
flécher	1		Jalonner de flèches indiquant la route, la direction à suivre.
flécher	2	[]	Atteindre d'une flèche.
flécher	3		Commencer à se développer, en parlant de la flèche de la canne à sucre.
flécher	4		Couvrir une femelle ; se dit du bélier.
tomber de haut	1	[]	Subir une désillusion, un échec inattendu.
repeigner	1		Peigner à nouveau.
croûter	1	[]	Manger, casser la croute.
croûter	2	['diachronic:vieilli']	Couvrir d'une croûte, former une croûte.
croûter	1		Chanter pour une bécasse.
perdre les eaux	1	['domain:biologie']	Pour la femme en gésine, perdre le liquide amniotique, qui indique l'imminence de l'accouchement.
objectiver	1		Rendre perceptible une idée abstraite.
objectiver	2		Rendre objectif.
retapisser	1		Tapisser à nouveau.
retapisser	2	[]	Reconnaître, identifier.
avoir la chair de poule	1		Trembler soit de froid, soit de peur, au point d'avoir une réaction épidermique bien visible.
manger son pain blanc	1	[]	Connaître des débuts faciles au risque d'une suite plus laborieuse.
en connaissance de cause	1		En sachant ce que l'on fait ou dit.
œiller	1	[]	Voir, reluquer, regarder de ses yeux, faire du voyeurisme.
mettre sous voiles	1	[]	Appareiller
entr'attendre	1	['diachronic:vieilli']	S'attendre mutuellement, l'un l'autre.
pédologiquement	1		D'une manière pédologique ; dans le sens pédologique.
sauveter	1		Procéder au sauvetage de.
battre la campagne	1	[]	Parcourir la campagne pour reconnaître la position et les mouvements de l'ennemi.
battre la campagne	2	[]	Parcourir le terrain de chasse dans tous les sens pour faire lever le gibier.
battre la campagne	3	[]	Divaguer, s'éloigner du sujet.
battre la campagne	4		Angoisser
sous-payer	1		Débourser pour une chose, moins que son prix normal.
sous-payer	2		Rémunérer quelqu'un moins que la valeur de son œuvre ou de son travail.
faxer	1	[]	Transmettre (un document) par télécopie.
refaxer	1		Faxer de nouveau.
retélécopier	1		Télécopier de nouveau ou en réponse.
bourrer le crâne	1	[]	Convaincre par la propagande mensongère.
réapprendre	1		Apprendre de nouveau (en particulier ce qui était oublié).
réapprendre	2		Apprendre pour son propre compte, s'approprier une connaissance.
désincruster	1		Enlever ce qui était incrusté.
clencher	1	[]	Aller à fond de train.
clencher	1		Actionner la poignée d'une porte, pour l'ouvrir ou, parfois, la fermer.
au cours de	1		Durant le cours de…
gruter	1		Lever et déplacer une charge en utilisant une grue.
atinter	1	['diachronic:vieilli']	Parer, orner avec trop d'affectation.
atinter	2	['gram:pronominal', 'sem:par extension', 'attitudinal:populaire']	Se parer avec trop d'affectation.
ripailler	1	[]	Bien manger, faire ripaille ou faire bonne chère.
pour la curiosité du fait	1		À cause de l'étrangeté du fait, pour s'assurer si une chose rare et improbable est réelle.
curiosité du style	1		Une certaine recherche, un certain art dans le style, qui s'éloigne de la simplicité, mais qui ne déplaît pas.
mécaniser	1		Introduire l'utilisation d'une machine, d'un mécanisme dans un procédé.
pied au plancher	1		En essayant de faire avancer son automobile le plus vite possible.
en sorte qu'	1		Variante de en sorte que.
scotomiser	1	[]	Rejeter inconsciemment de sa conscience une réalité pénible.
scotomiser	2		Omettre intentionnellement.
émotivement	1		En ce qui concerne les émotions.
délaiter	1		Enlever le babeurre de la baratte une fois le beurre formé.
délaiter	2		Perdre son lait, en parlant d'une huître.
bastonner	1		Donner la bastonnade.
bastonner	2	[]	Frapper quelqu'un.
bastonner	3	['gram:pronominal']	Se battre, prendre part à une baston.
tourner comme une girouette	1	[]	Changer souvent d'avis, être inconstant.
rez	1	[]	Ressusciter.
attérir	1	[]	Variante orthographique de atterrir.
aterrir	1	['domain:marine', 'diachronic:vieilli']	Variante orthographique de atterrir et de attérir.
veiller au grain	1	[]	Prendre garde à un grain, à un violent coup de vent qui menace.
veiller au grain	2	['sem:figuré']	Être très vigilant et se préparer à réagir.
à voix basse	1		Avec un faible volume sonore, en parlant de s'exprimer oralement.
à voix haute	1		En élevant la voix, en parlant fort, en se faisant clairement entendre.
à voix haute	2		En parlant.
historiser	1		Stocker les renseignements nécessaires pour retrouver l'historique de (quelque chose).
révolvériser	1	[]	Cribler de balles à l'aide d'un revolver.
faire l'appoint	1		Donner en espèces la somme exacte du coût à payer.
faire l'appoint	2		Remplir un récipient jusqu'au niveau indiqué.
revolvériser	1	[]	Variante orthographique de révolvériser .
faire boule de neige	1	['other:proverbial']	Prendre de l'ampleur, en parlant d'un phénomène.
mettre les bouchées doubles	1	[]	Manger à la hâte.
mettre les bouchées doubles	2	[]	Exécuter hâtivement, précipitamment une besogne urgente.
glandouiller	1	[]	Glander, ne rien faire.
rire sous cape	1		Rire sans le montrer, rire de quelqu'un ou de quelque chose, en cherchant à ne pas laisser voir qu'on en rit.
attraire	1	[]	Attirer par quelque chose qui plaît.
attraire	2	['diachronic:vieilli']	Traîner devant la justice.
rebooter	1	[]	Redémarrer (un ordinateur, un système).
goulument	1		D'une manière goulue.
gueuletonner	1	[]	Manger avec gourmandise et gaité.
attremper	1	['domain:arts']	Tremper, recuire.
attremper	2	['domain:arts']	Mener à la plus forte chaleur possible.
ganser	1	[]	Mettre une ganse, un biais sur le bord d'une étoffe.
ganser	2	[]	Border.
sous-évaluer	1		Évaluer quelque chose en dessous de sa valeur réelle.
sous-évaluer	2		Avoir peu de considération envers quelqu'un.
faire école	1		En parlant d'une idée, d'une théorie, d'un courant de pensée, se répandre, être repris de génération en génération.
faire école	2		De même en parlant d'un théoricien, d'un penseur.
faire école	3	[]	De même en parlant d'une innovation.
augustement	1	[]	D'une manière auguste.
aumôner	1	['domain:histoire']	Condamner en justice à payer une aumône.
aumôner	2	[]	Payer cette aumône.
gaîment	1	[]	Gaiement.
par monts et par vaux	1	[]	Partout.
compresser	1		Comprimer, exercer une pression continue.
compresser	2	[]	Réduire la taille d'un fichier pour permettre un stockage moins coûteux.
avoir fait son temps	1		N'être plus d'actualité ; n'être plus efficace ou applicable.
avoir fait son temps	2		Être hors d'usage en parlant d'une chose.
avoir fait son temps	3		Avoir terminé une période de temps prévu par des obligations légales.
avoir fait son temps	4	[]	Avoir terminé sa vie utile, en parlant d'une personne.
coopter	1		Recruter via une assemblée désignant elle-même ses membres.
faire la peau	1	[]	Tuer (quelqu'un).
exemplifier	1		Illustrer par des exemples.
usiner	1		Façonner, fabriquer à l'aide d'une machine-outil.
en deçà	1		De ce côté-ci.
en deçà	2		Avant.
en deçà	3	[]	En dessous.
merceriser	1	[]	Traiter à la soude caustique un fil ou une étoffe de coton afin de lui donner un aspect brillant soyeux et d'en améliorer l'affinité tinctoriale ; pratiquer le mercerisage, la mercerisation.
contingenter	1	[]	Restreindre, limiter par des barrières administratives les importations, la production, etc.
contingenter	2	[]	Freiner.
avoir à	1		Être disposé à, avoir la volonté de ou avoir le devoir plus ou moins contraint de faire ce que l'infinitif du verbe suivant signifie.
n'avoir qu'à	1		Suffire de faire ce que l'infinitif du verbe suivant signifie.
roiller	1	[]	Pleuvoir à verse.
roiller	2	[]	Frapper, rouer de coups.  (latin regulare)
roiller	3	[]	Être roillé : être frappé, n'être pas sain d'esprit (latin regulare).
barroter	1	[]	Charger une cale jusqu'à hauteur des barrots.
barroter	2	[]	Remplir entièrement la cale, l'entrepont de marchandises.
envouter	1		Variante orthographique de envoûter.
pager	1	[]	Se mettre au lit.
pager	1	[]	Biper quelqu'un.
autoproclamer	1		Se proclamer soi-même.
commotionner	1		Frapper d'une commotion.
piorner	1	[]	Pleurnicher.
contre-manifester	1	[]	Variante, dans l'orthographe traditionnelle, de contremanifester .
contremanifester	1		Participer à une contremanifestation : manifester contre une autre manifestation.
contre-passer	1	[]	Variante, dans l'orthographe traditionnelle, de contrepasser .
contre-plaquer	1	[]	Variante, dans l'orthographe traditionnelle, de contreplaquer .
contre-sceller	1	[]	Variante, dans l'orthographe traditionnelle, de contresceller .
contrattaquer	1		Attaquer après s'être défendu, faire une contrattaque.
pèdzer	1	[]	Coller.
pèdzer	2	['diatopic:Suisse']	Rester longtemps à une fête.
contreplaquer	1		Coller, en croisant les fibres du bois, des feuilles de placage pour obtenir un contreplaqué.
contreficher	1		Mettre une contrefiche.
contreficher	1		Se ficher parfaitement.
contrefoutre	1	['attitudinal:populaire']	ou  Se moquer, se foutre complètement d'une chose ou d'une personne.
royaumer	1	[]	Se prélasser.
abréyer	1	['domain:marine']	Variante dabreyer.
remonter à Adam et Ève	1		Être extrêmement ancien.
consteller	1		Parsemer d'étoiles, de choses brillantes comme des étoiles.
consteller	2	[]	Parsemer.
motoriser	1		Doter (un objet, un outil, un véhicule…) d'un moteur.
motoriser	2		Doter de véhicules à moteur ou de machines à moteur.
coquiller	1		Faire une découpe en forme de coquille.
coquiller	2		Se dit du pain quand à la cuisson sa croûte forme des coquilles.
herbager	1	[]	Mettre (des bestiaux) à l'herbage.
mortaiser	1		Entailler le bois de façon à créer un logement qui reçoit une pièce de bois généralement amincie, appelée le tenon.
péguer	1	[]	Coller, être poisseux, collant.
ébriquer	1	[]	Casser des objets à bris tranchants.
scroller	1	[]	Faire défiler verticalement le contenu d'un document sur un écran d'ordinateur à l'aide de la molette d'une souris, d'un pavé tactile (touchpad, trackpad), mais également sur un écran tactile de téléphone portable ou de tablette à l'aide d'un doigt.
correctionnaliser	1		Variante, devenue nettement plus fréquente, de correctionaliser.
copiner	1		Être amis, construire des relations sociales de camaraderie, d'amitié.
copiner	2	[]	Être en relations amicales avec quelqu'un dans le but d'en obtenir un avantage.
contrebouter	1	[]	Opposer à la poussée d'un mur, d'un plafond, d'une voûte, d'un édifice, une force opposée, afin de les consolider.
contrebuter	1	['domain:construction']	Opposer à la poussée d'un mur, d'un plafond, d'une voûte, d'un édifice, une force opposée, afin de les consolider.
ioniser	1	[]	Provoquer l'ionisation d'un élément.
rafraichir	1		Variante orthographique de rafraîchir.
contrindiquer	1		Donner une contrindication.
constitutionnaliser	1	[]	Donner à un texte législatif valeur de loi constitutionnelle.
constitutionaliser	1		Variante orthographique de constitutionnaliser.
aveuer	1	['domain:chasse']	Variante de avuer.
valoir le coup	1	[]	Être suffisamment intéressant pour se donner la peine de le faire, de l'obtenir.
désynchroniser	1		Supprimer un synchronisme.
fraichement	1		Avec une fraicheur agréable.
fraichement	2		Au frais, dans un endroit frais.
fraichement	3		Récemment, depuis peu.
fraichement	4	[]	Avec quelque froideur (c'est un adoucissement de froidement).
fraichement	5		Insuffisamment, peu chaudement.
avir	1	[]	Rabattre les bords d'une pièce pour l'assembler.
avillonner	1	[]	Donner des serres de derrière, en parlant de l'oiseau de proie.
avironer	1	[]	Ramer.
avironner	1	[]	Variante de avironer.
ruper	1	['diatopic:Suisse']	Manger, parfois avec une tendance à la gloutonnerie.
ruper	2	['diatopic:Suisse']	Brouter.
paradoxer	1		Faire des paradoxes.
néologiquement	1	[]	Par néologisme.
ontologiser	1	[]	Faire de l'ontologie.
droper	1	['attitudinal:populaire']	ou  Se hâter, courir.
droper	1	[]	Remettre en jeu une balle déclarée injouable en la laissant tomber, bras tendu à l'horizontale.
droper	2	[]	Effectuer un drop-goal.
droper	3		Parachuter.
droper	4		Abandonner, laisser tomber une personne ou quelque chose.
karcheriser	1		Variante de karchériser.
orographiquement	1		Au point de vue orographique.
orthogonalement	1		Perpendiculairement.
normander	1		Nettoyer le grain battu.
ultramontaniser	1		Donner le caractère ultramontain, les opinions ultramontaines.
